# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DDX27	ENSG00000124228	ENST00000462328	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DDX27	ENSG00000124228	ENST00000484427	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DDX27	ENSG00000124228	ENST00000618172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DDX27	ENSG00000124228	ENST00000622530	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEFB116	ENSG00000215545	ENST00000400549	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DEFB117	ENSG00000212717	ENST00000602356	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DEFB118	ENSG00000131068	ENST00000253381	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEFB122	ENSG00000204547	ENST00000433453	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DEFB122	ENSG00000204547	ENST00000569013	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
DEFB129	ENSG00000125903	ENST00000246105	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DIDO1	ENSG00000101191	ENST00000266070	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DIDO1	ENSG00000101191	ENST00000354665	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DIDO1	ENSG00000101191	ENST00000370366	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DIDO1	ENSG00000101191	ENST00000370368	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DIDO1	ENSG00000101191	ENST00000370371	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DIDO1	ENSG00000101191	ENST00000395340	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DIDO1	ENSG00000101191	ENST00000395343	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000339266	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000340491	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000373907	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000373913	protein_coding	0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000401952	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000475894	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000478910	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000479220	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000479951	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000482037	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000482872	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000489701	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000491207	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000495241	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DLGAP4	ENSG00000080845	ENST00000497862	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DLGAP4-AS1	ENSG00000232907	ENST00000425233		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
DLGAP4-AS1	ENSG00000232907	ENST00000433238		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DLGAP4-AS1	ENSG00000232907	ENST00000439595		0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0
DLGAP4-AS1	ENSG00000232907	ENST00000559455		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DLGAP4-AS1	ENSG00000232907	ENST00000559804		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DLGAP4-AS1	ENSG00000232907	ENST00000656949		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DNMT3B	ENSG00000088305	ENST00000201963	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DNMT3B	ENSG00000088305	ENST00000328111	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DNMT3B	ENSG00000088305	ENST00000348286	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DNMT3B	ENSG00000088305	ENST00000353855	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DNMT3B	ENSG00000088305	ENST00000443239	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DNMT3B	ENSG00000088305	ENST00000456297	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
DNTTIP1	ENSG00000101457	ENST00000372622	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DNTTIP1	ENSG00000101457	ENST00000435014	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DNTTIP1	ENSG00000101457	ENST00000456939	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DOK5	ENSG00000101134	ENST00000262593	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0
DOK5	ENSG00000101134	ENST00000395939	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0
DSTN	ENSG00000125868	ENST00000246069	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DSTN	ENSG00000125868	ENST00000449141	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DSTN	ENSG00000125868	ENST00000474024	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DTD1	ENSG00000125821	ENST00000377452	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0
DTD1	ENSG00000125821	ENST00000494921	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DTD1	ENSG00000125821	ENST00000647441	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0
DTD1-AS1	ENSG00000233993	ENST00000428285		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
DYNLRB1	ENSG00000125971	ENST00000357156	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DYNLRB1	ENSG00000125971	ENST00000374846	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DYNLRB1	ENSG00000125971	ENST00000480759	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
DZANK1	ENSG00000089091	ENST00000262547	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
DZANK1	ENSG00000089091	ENST00000357236	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
DZANK1	ENSG00000089091	ENST00000358866	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
DZANK1	ENSG00000089091	ENST00000377630	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
DZANK1	ENSG00000089091	ENST00000460891	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
DZANK1	ENSG00000089091	ENST00000608192	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
DZANK1	ENSG00000089091	ENST00000609267	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
EBF4	ENSG00000088881	ENST00000342725	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0
EBF4	ENSG00000088881	ENST00000380648	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0
EBF4	ENSG00000088881	ENST00000449079	nonsense_mediated_decay	0	0	0	4	1	0	0	0	0	2	0	1	0	0	0	0
EBF4	ENSG00000088881	ENST00000463145	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
EBF4	ENSG00000088881	ENST00000469215	processed_transcript	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0
EBF4	ENSG00000088881	ENST00000477287	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1
EBF4	ENSG00000088881	ENST00000481662	processed_transcript	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
EBF4	ENSG00000088881	ENST00000491472	processed_transcript	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
EBF4	ENSG00000088881	ENST00000497450	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
EBF4	ENSG00000088881	ENST00000609451	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0
EBF4	ENSG00000088881	ENST00000609967	retained_intron	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0
EDEM2	ENSG00000088298	ENST00000374491	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EDEM2	ENSG00000088298	ENST00000374492	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EEF1A1P34	ENSG00000233324	ENST00000419888	processed_pseudogene	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
EEF1A2	ENSG00000101210	ENST00000217182	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EEF1A2	ENSG00000101210	ENST00000298049	non_stop_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EEF1A2	ENSG00000101210	ENST00000642899	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
EEF1A2	ENSG00000101210	ENST00000643976	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
EEF1A2	ENSG00000101210	ENST00000645357	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
EEF1A2	ENSG00000101210	ENST00000645586	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EEF1A2	ENSG00000101210	ENST00000646335	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
EFCAB8	ENSG00000215529	ENST00000400522	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EFCAB8	ENSG00000215529	ENST00000524882	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
EIF6	ENSG00000242372	ENST00000374436	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EIF6	ENSG00000242372	ENST00000374443	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EIF6	ENSG00000242372	ENST00000374450	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EIF6	ENSG00000242372	ENST00000415116	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EIF6	ENSG00000242372	ENST00000440766	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EIF6	ENSG00000242372	ENST00000447927	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EIF6	ENSG00000242372	ENST00000456600	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EIF6	ENSG00000242372	ENST00000462894	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000290246	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000352077	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000372176	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000396391	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000425546	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000450812	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000452857	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ELMO2	ENSG00000062598	ENST00000460474	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000462491	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000464448	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ELMO2	ENSG00000062598	ENST00000467800	nonsense_mediated_decay	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
ELMO2	ENSG00000062598	ENST00000469801	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000480042	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000481852	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000487583	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000488853	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
ELMO2	ENSG00000062598	ENST00000497412	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSAP1	ENSG00000224274	ENST00000392855	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000354989	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000360031	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000376652	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000376666	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000417467	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000418890	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000425813	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000427553	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000433259	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000433417	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000435520	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000439162	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000447877	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000471478	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENTPD6	ENSG00000197586	ENST00000481322	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENTPD6	ENSG00000197586	ENST00000485936	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
EPB41L1	ENSG00000088367	ENST00000202028	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000338074	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000373941	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000373945	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000373946	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000373950	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000406771	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000427533	protein_coding	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000430276	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000432589	protein_coding	0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000432603	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000441639	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000447825	protein_coding	0	0	0	5	0	0	0	1	0	4	0	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000451082	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000452261	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000454226	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000628415	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
EPB41L1	ENSG00000088367	ENST00000636016	protein_coding	0	0	1	3	0	0	0	0	0	3	1	0	0	0	0	0
ESF1	ENSG00000089048	ENST00000202816	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0
ESF1	ENSG00000089048	ENST00000617257	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000317304	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000327619	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000357410	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000458636	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000475856	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000479843	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
EYA2	ENSG00000064655	ENST00000497062	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0
EYA2	ENSG00000064655	ENST00000497428	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
EYA2	ENSG00000064655	ENST00000611592	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0
FAM110A	ENSG00000125898	ENST00000246100	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
FAM110A	ENSG00000125898	ENST00000304189	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
FAM110A	ENSG00000125898	ENST00000381939	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
FAM110A	ENSG00000125898	ENST00000381941	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
FAM110A	ENSG00000125898	ENST00000505691	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1
FAM110A	ENSG00000125898	ENST00000541082	protein_coding	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
FAM182A	ENSG00000125804	ENST00000667322		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FAM182A	ENSG00000125804	ENST00000669090		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FAM182B	ENSG00000175170	ENST00000376403		0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
FAM182B	ENSG00000175170	ENST00000424021		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
FAM182B	ENSG00000175170	ENST00000453481		0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
FAM182B	ENSG00000175170	ENST00000478164		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FAM182B	ENSG00000175170	ENST00000485279		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FAM182B	ENSG00000175170	ENST00000582267		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FAM182B	ENSG00000175170	ENST00000584071		0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
FAM182B	ENSG00000175170	ENST00000584356		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FAM182B	ENSG00000175170	ENST00000657325		0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
FAM182B	ENSG00000175170	ENST00000658073		0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
FAM182B	ENSG00000175170	ENST00000661999		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FAM182B	ENSG00000175170	ENST00000662978		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
FAM209B	ENSG00000213714	ENST00000371325	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1
FAM217B	ENSG00000196227	ENST00000358293	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FAM217B	ENSG00000196227	ENST00000360816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FAM217B	ENSG00000196227	ENST00000469084	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FAM83C	ENSG00000125998	ENST00000374408	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1
FAM83C-AS1	ENSG00000235214	ENST00000429167		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FER1L4	ENSG00000088340	ENST00000325076	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FER1L4	ENSG00000088340	ENST00000426117	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FER1L4	ENSG00000088340	ENST00000430275	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FER1L4	ENSG00000088340	ENST00000434843	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FER1L4	ENSG00000088340	ENST00000615531	transcribed_unitary_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FERMT1	ENSG00000101311	ENST00000217289	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
FERMT1	ENSG00000101311	ENST00000378844	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
FERMT1	ENSG00000101311	ENST00000536936	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
FITM2	ENSG00000197296	ENST00000396825	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FKBP1A	ENSG00000088832	ENST00000381715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FKBP1A	ENSG00000088832	ENST00000381719	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FKBP1A	ENSG00000088832	ENST00000381724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FKBP1A	ENSG00000088832	ENST00000400137	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FKBP1A	ENSG00000088832	ENST00000439640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FKBP1A	ENSG00000088832	ENST00000612074	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FKBP1A	ENSG00000088832	ENST00000614856	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FKBP1A	ENSG00000088832	ENST00000618612	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FO393400.1	ENSG00000285382	ENST00000642484	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
FO393400.1	ENSG00000285382	ENST00000642630	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
FO393400.1	ENSG00000285382	ENST00000645058	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
FO393400.1	ENSG00000285382	ENST00000646357	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
FOXS1	ENSG00000179772	ENST00000375978	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
FRG1CP	ENSG00000282826	ENST00000650751	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FRG1CP	ENSG00000282826	ENST00000651774	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FRG1DP	ENSG00000282870	ENST00000635586	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
FRG1EP	ENSG00000282995	ENST00000634469	unprocessed_pseudogene	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0
FTLP1	ENSG00000235525	ENST00000449155	processed_pseudogene	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	1
GGT7	ENSG00000131067	ENST00000336431	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GGT7	ENSG00000131067	ENST00000469018	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GGT7	ENSG00000131067	ENST00000470952	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
GHRH	ENSG00000118702	ENST00000237527	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GHRH	ENSG00000118702	ENST00000373611	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GHRH	ENSG00000118702	ENST00000373614	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
GID8	ENSG00000101193	ENST00000266069	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
GMEB2	ENSG00000101216	ENST00000266068	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GMEB2	ENSG00000101216	ENST00000370069	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GMEB2	ENSG00000101216	ENST00000370077	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
